Client ID,Life Science,Human Body,Plants and Microbiology,Biotechnology,Genetics,Motion,Energy,Electricity,Modern Physics,Atoms,Chemical Reactions,Organic and Inorganic Chemistry,Thermodynamics & Kinetics,Acids and Bases,Ecology,Climate change,Pollution & Waste Management,Sustainability,Problem-Solving Techniques,Mathematical Reasoning & IQ Tests,"Arithmetic (Fractions, Decimals, Ratios, Percentages)",Word based problems,Algebra & Linear Equations,Trigonometry,Calculus,Differential Equations,Discrete Mathematics,Data Analysis,Basic Statistics,Probability,Computer Operations & MS Office,C,C++,Scratch,Python,JAVA,Backend,Full-Stack Development (Frontend & Backend),"Databases (SQL, NoSQL) & APIs",Mobile App Development,Object-Oriented Programming,Web Development,Data Structures & Algorithms,AI & Machine Learning,Cybersecurity & Ethical Hacking,History,Geography,Civics & Political Science,Psychology & Sociology,Economics,Communication & Soft Skills,Entrepreneurship
378,0,4,4,5,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,2,0,1,1,2,0,0,0,0,0,1
379,0,0,0,1,2,0,1,0,0,0,1,0,1,2,0,1,0,1,0,0,0,2,0,0,1,1,0,0,2,1,0,0,2,2,0,0,0,0,0,0,0,1,2,0,1,5,4,5,4,4,5,4
380,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,4,4,4,0,5,4,4,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,2
381,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,4,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,2,0,2,0,2,1,0
382,4,4,5,4,5,4,5,4,5,0,0,2,0,0,0,1,0,0,1,0,1,2,2,2,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,2,2,1,0,0
383,2,0,0,1,1,0,0,2,0,0,0,0,0,1,2,0,4,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,1
384,2,1,0,0,0,0,1,1,0,0,5,4,4,5,0,5,4,4,5,1,0,1,2,1,0,0,0,0,1,0,0,2,0,0,2,2,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1
385,0,1,2,1,0,0,1,2,0,0,2,2,1,1,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,4,4,4,4,4,4,5,4,4,4,5,0,5,4,0,0,1,1,1,1,2,0
386,0,0,1,1,1,0,0,0,2,2,1,0,1,0,0,2,1,1,1,4,4,4,4,4,5,0,4,4,5,5,0,0,0,1,2,0,1,0,2,2,2,1,0,2,1,0,0,2,0,0,1,0
387,0,4,0,4,4,2,0,0,2,0,1,1,2,1,2,0,0,2,2,0,2,0,0,0,2,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,2,0,2,2,0,0,2,0,0,0,2,0
388,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,1,1,2,0,1,0,0,0,1,0,0,4,0,4,4,0,0,4,4,4,0,4,4,4,4,4,0,1,1,2,1,2,0
389,0,0,2,0,1,2,1,0,0,0,0,2,0,0,2,5,5,4,0,1,0,1,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0
390,0,4,0,4,0,5,5,4,5,5,0,0,0,0,0,0,2,0,0,0,1,1,0,2,1,0,1,2,1,2,0,0,0,0,2,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0
391,0,1,0,2,0,0,1,0,0,0,5,4,4,4,5,4,4,4,4,1,1,0,0,0,1,2,0,0,0,0,0,1,2,0,2,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,1
392,4,4,0,0,5,4,4,0,4,4,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,1,1,0,0
393,0,5,4,5,4,0,0,0,2,0,1,0,0,1,0,0,1,1,0,2,0,0,2,0,0,0,1,0,2,0,0,1,2,1,0,2,1,1,0,1,1,2,0,1,0,2,0,0,0,1,1,0
394,0,2,0,0,1,0,0,1,0,0,5,4,4,0,0,4,5,5,5,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,2,2,0,0,2,0,0
395,0,0,2,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,2,2,1,1,0,1,2,2,0,5,0,4,0,0
396,0,1,0,0,1,0,2,0,1,2,1,0,1,0,1,0,1,2,0,0,2,0,1,0,0,1,0,0,2,1,0,0,0,1,2,0,1,0,2,0,1,0,0,1,0,4,4,5,4,0,0,0
397,5,4,4,0,4,0,2,1,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,1,1,1,0,0,2,0,0,0,1,0,0,1,0,1
398,1,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,2,2,1,1,1,2,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,4,4,0,0,1
399,2,2,0,1,0,0,1,0,2,0,1,0,0,0,0,2,0,0,2,0,0,5,4,4,4,4,0,4,0,4,2,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,1,0,1,0
400,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,1,1,4,0,5,4,4,4,4,4,4,5,4,4,4,4,0,1,0,0,0,0,1,0
401,0,0,1,0,1,0,0,1,0,2,0,0,0,1,2,1,1,0,1,0,0,1,0,1,1,0,2,0,0,0,0,4,4,4,4,5,0,4,4,4,5,5,5,4,0,0,2,0,0,1,0,0
402,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,2,0,0,4,0,5,0,0
403,4,4,5,5,4,1,0,2,2,0,0,1,0,2,1,0,2,1,1,2,0,1,0,1,0,0,0,0,0,0,1,2,1,0,0,2,2,1,0,0,1,0,2,0,1,2,0,0,1,2,1,1
404,1,1,0,2,2,2,2,0,1,2,2,0,1,0,0,4,5,5,1,1,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2
405,0,0,2,2,1,0,2,1,1,0,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,1,0,1,2,2,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,4,0,4,2,0
406,2,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
407,5,4,0,4,4,4,4,5,4,4,0,1,2,1,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,2,0,1,0,0,2
408,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,2,0,0,0,2,1,2,2,2,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,0,5,4,4,4
409,0,1,0,1,0,1,0,0,0,2,0,1,2,1,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,1,2,0,4,4,4,4,0,4
410,4,4,4,4,4,4,5,0,4,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,2,0,0,0,2,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,1
411,4,0,5,0,4,4,4,4,5,0,1,0,2,1,0,1,0,0,1,0,0,0,2,0,2,2,0,1,2,2,1,0,0,0,2,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,1,0
412,1,1,1,0,2,0,0,1,2,0,1,2,2,0,0,0,2,0,2,1,0,2,0,1,0,0,2,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,4,5,5,5,4,4,0
413,1,0,0,0,2,0,0,0,0,1,5,4,4,4,4,5,4,5,4,0,1,1,0,0,2,0,1,2,0,0,0,0,2,0,1,0,0,2,1,1,1,0,0,1,2,1,0,1,0,0,1,0
414,4,5,4,4,0,2,0,0,2,1,1,0,2,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,0,2,0,0,1,0,0,0
415,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,4,4,1,0,1,0,1,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1,0,1,1,1,0,0,2,0
416,4,4,0,4,4,5,4,4,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,2,0,2,2,0,0,1,0,0,0,2
417,5,5,4,5,4,0,0,1,0,0,1,0,0,0,0,1,0,2,0,2,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
418,0,2,0,0,0,0,0,0,0,2,0,0,2,0,1,4,4,4,0,0,1,1,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2
419,0,2,0,0,0,1,2,2,0,0,0,1,0,0,0,4,0,5,0,1,0,1,1,2,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,1,0,2,1,2,0,0,0,0,2,0,1,0
420,0,1,0,2,0,0,1,0,0,0,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,1,0
421,0,0,0,0,0,2,0,0,0,0,4,0,0,5,5,4,4,4,0,1,1,2,0,1,2,2,1,0,1,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,2,0,0,2,2,0,0,2
422,5,0,0,0,4,1,2,0,0,2,0,2,0,0,2,1,0,2,1,1,0,0,2,0,1,1,2,0,1,0,0,0,2,0,0,1,1,0,0,1,0,2,1,0,1,1,0,0,1,2,1,0
423,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,0,0,2,2,4,0,4,5,4,4,0,4,4,5,0,2,2,0,0,0,2,0,1,2,1,2,0,2,2,0,0,2,2,2,0,0,0
424,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,5,4,0,0,4,0,0,0,4,4,4,4,0,4,2,0,1,0,0,1,0
425,1,0,0,1,1,0,0,2,0,0,1,0,0,0,0,2,0,0,1,5,4,4,4,0,5,4,4,5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
426,4,0,4,0,4,0,0,0,1,2,0,1,0,0,1,0,0,0,1,2,2,2,1,0,0,0,0,0,1,0,2,0,1,0,1,0,0,1,1,2,0,0,1,2,0,1,0,2,0,0,0,2
427,4,4,4,4,0,0,0,0,2,0,1,0,1,2,0,0,1,0,0,0,2,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,0,0,1,1,1,0,2,0,0,0
428,1,2,1,0,0,1,0,2,0,1,0,1,0,0,0,0,0,2,0,1,2,0,1,1,0,0,1,0,0,2,4,4,4,5,5,4,0,4,5,5,4,5,4,4,5,0,0,0,0,0,0,2
429,0,0,2,2,2,2,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,1,0,0,2,0,4,4,5,0,0
430,0,0,0,0,1,1,1,2,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,2,0,2,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,2,0,2
431,2,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,1,1,2,2,0,0,0,1,0,0,2,0,1,0,2,1,0,2,0,5,4,5,0,4,4,4
432,0,2,1,2,2,2,0,0,0,0,0,1,1,0,1,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,2,1,0,1,0,1,1,0,5,4,0,2
433,2,0,0,0,0,2,0,0,2,0,1,0,2,0,2,2,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,4,5,4,0,0
434,4,4,5,4,4,4,0,4,5,5,1,2,0,0,1,1,0,0,0,0,1,0,1,0,1,2,0,0,2,0,2,1,0,0,1,2,1,2,0,0,0,0,1,0,2,0,1,1,0,2,0,0
435,0,0,0,0,2,1,0,1,0,2,5,4,4,5,5,4,4,4,4,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
436,0,4,4,0,4,0,4,4,4,4,0,0,0,0,0,0,0,0,2,0,0,2,2,1,0,1,1,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0
437,0,0,0,1,0,1,0,0,1,0,0,2,1,0,0,0,2,1,1,4,0,4,4,4,0,4,5,4,4,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2
438,0,2,0,2,1,0,0,1,0,0,4,4,4,4,0,4,0,4,5,0,2,1,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,2,1
439,2,1,2,1,0,1,0,1,0,0,0,1,2,2,0,0,0,2,0,0,2,0,2,2,0,0,1,0,0,0,0,0,4,0,0,5,0,4,5,0,4,4,4,5,5,0,0,0,2,0,1,1
440,2,1,1,0,0,1,0,1,0,0,4,5,5,4,4,4,4,4,5,0,2,0,0,0,0,0,0,1,0,1,1,0,2,2,1,1,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,1
441,1,0,0,0,0,2,0,1,1,2,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,2,0,0,2,0,0,4,0,4,5,4,5
442,0,2,1,1,1,0,0,2,0,2,4,4,5,4,4,4,0,5,4,0,1,1,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
443,5,0,4,4,5,4,5,4,4,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,2,0,0,0,0
444,2,0,0,0,0,1,2,0,0,0,0,2,1,0,0,1,2,2,0,5,5,4,5,4,4,0,5,0,0,4,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0
445,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,1,5,4,0,4,4,5,5,4,5,4,4,4,4,4,5,1,1,0,0,0,1,2
446,0,2,0,0,1,0,0,1,0,1,0,2,0,0,0,4,4,4,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
447,1,0,1,0,1,2,1,0,0,0,2,1,0,1,1,1,0,1,0,1,0,2,1,1,1,1,1,0,2,0,0,0,2,1,0,2,0,0,0,1,0,0,0,0,0,5,4,5,0,0,4,0
448,4,4,4,4,0,0,2,0,1,0,0,1,0,0,0,0,0,2,2,0,2,1,2,0,0,0,0,2,0,1,1,1,2,0,0,0,0,0,0,1,2,2,2,0,0,2,0,2,0,1,0,0
449,0,1,1,0,0,0,1,0,0,0,1,1,2,0,0,1,1,1,0,2,2,0,0,0,0,2,2,1,0,0,4,4,0,0,4,0,4,0,4,4,4,4,4,4,5,1,0,1,1,0,1,0
450,4,0,0,5,0,0,4,4,0,4,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,2,0,2,0,0,1,1,1,2,1,0,0,0,2,0,0,0,2,2,0,0,0
451,0,2,0,1,1,1,0,1,0,2,4,4,5,5,4,4,5,4,0,0,0,0,1,1,0,0,0,0,1,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,1,2,0,0
452,0,1,0,0,0,0,1,0,1,1,1,2,1,0,0,0,0,0,1,1,2,0,2,0,0,1,0,2,0,0,0,1,2,1,1,0,0,2,0,2,0,2,0,1,0,4,4,5,5,0,5,4
453,4,0,0,5,4,4,4,0,4,4,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,2,2,1,2,0,2,0,0,1,2,1,0,1,0,1,1,0,1,2,0,2,0,0,0,2
454,0,2,0,0,0,0,1,1,0,0,2,0,1,1,1,2,0,1,2,1,0,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,2,0,0,1,0,2,0,1,0,0,0,4,5,4,2,2
455,0,2,0,0,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,4,4,4,4,4,4,5,4,5,5,0,2,0,2,1,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0
456,4,0,0,0,5,2,0,1,0,2,1,2,2,1,0,1,0,1,1,1,2,0,1,2,0,0,1,1,0,0,1,0,0,1,0,0,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0
457,4,5,4,5,5,4,4,0,5,4,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2,0,1,0,0,1,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,2,2
458,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,2,2,0,2,2,1,2,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,2,2,4,0,4,2,1
459,0,0,0,0,0,2,0,1,1,1,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,2,1,0,2,1,0,0,2,4,4,0,2,0
460,0,0,0,1,2,0,0,1,0,1,0,2,0,2,0,0,0,0,2,5,5,5,5,0,0,0,4,4,5,0,0,0,0,1,0,0,2,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0
461,2,1,0,1,1,1,2,0,0,1,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,4,0,4,4
462,0,0,1,0,0,0,0,1,2,0,4,4,0,4,5,4,4,5,4,2,1,0,1,0,0,1,0,0,0,0,1,0,2,2,1,0,0,2,0,0,0,2,0,0,0,0,2,2,1,2,2,2
463,0,0,0,0,0,2,1,0,0,1,0,1,0,0,2,1,1,0,2,4,5,5,4,0,0,5,5,4,5,5,1,0,0,0,1,0,2,0,0,2,0,2,0,0,0,0,2,1,1,0,0,0
464,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,2,0,2,0,1,0,0,1,1,0,1,0,1,2,2,0,0,1,2,2,2,0,0,0,2,0,4,4,4,5,4,5,4
465,4,4,5,5,0,0,0,2,1,0,1,2,0,0,2,0,1,1,2,0,2,1,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,1,1,1,2,2,1,0,0,0,0,2,2,2,2,1
466,0,0,2,0,1,0,0,0,1,0,4,4,0,5,5,4,5,5,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
467,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,2,0,1,2,0,0,0,0,0,1,0,1,0,4,4,4,4,4,0,5,5,4,0,0,4,5,4,0,1,0,1,2,0,2,0
468,0,0,0,2,0,0,0,0,2,0,0,0,1,0,1,4,5,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2,0,2,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0
469,5,5,4,4,5,4,4,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,0,0,0,1,2,0,0,2,0,0,2,1,1,1,0,1,1,2,2,1,0,1
470,0,0,0,0,0,1,0,1,0,0,1,2,0,0,2,0,0,0,1,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,2,0,0,0,4,5,4,0,0
471,4,5,4,5,0,0,0,4,4,0,1,0,0,0,0,2,0,2,1,0,2,1,1,1,0,0,1,2,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,2,0
472,2,1,1,0,2,0,1,1,1,1,4,4,4,4,0,5,4,5,4,2,0,1,0,1,0,0,0,2,1,0,0,1,2,0,0,2,0,0,2,0,0,0,2,2,1,2,2,1,1,0,0,2
473,1,2,0,1,0,0,1,0,0,0,0,0,0,2,2,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,4,4,5,2,0
474,5,4,4,5,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,0,2,2,0,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,2,0,2,0,0,2
475,0,2,1,1,0,1,0,1,2,1,4,5,0,4,4,0,4,0,0,0,0,0,0,0,1,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0
476,0,0,1,0,1,0,2,0,0,2,2,0,1,2,1,1,1,0,1,0,1,2,1,2,0,1,0,0,0,0,4,0,5,4,4,5,4,0,4,5,4,4,4,0,5,2,1,0,0,0,0,1
477,4,0,5,5,4,4,0,5,0,4,0,0,2,1,2,0,0,0,0,0,1,0,1,2,2,2,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,1,0,2,0,1
478,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,2,0,0,4,4,4,0,5,5,4,0,0,4,5,4,5,5,4,1,1,2,0,1,0,0
479,0,2,0,1,0,0,0,0,0,1,1,2,0,1,0,0,2,0,0,2,0,1,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,5,4,4,4,4,5,0
480,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,1,0,0,0,0,0,1,1,2,4,5,5,4,0,0,4,0,4,4,5,5,4,4,4,1,0,2,1,1,0,0
481,0,1,0,2,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,4,5,0,4,5,4,5,4,4,5,4,1,1,0,0,1,1,0,1,2,2,0,0,0,0,1,0,0,0,0,1,1,0
482,0,0,0,2,0,0,1,2,0,0,0,1,1,1,1,0,1,0,1,5,0,4,5,0,0,0,0,4,0,5,2,2,1,0,0,1,1,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0
483,1,1,0,0,1,2,2,0,0,2,4,5,4,4,4,4,4,5,5,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,2,0,1,2,0,0,0,0,0,1,2,0,0,1,2,0,0
484,0,1,0,1,0,1,0,0,0,2,1,1,0,0,2,2,0,1,0,4,4,0,4,5,4,0,0,4,0,5,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0
485,1,1,0,0,0,0,1,2,0,0,0,1,2,0,0,2,1,0,2,4,5,4,4,4,4,4,4,0,4,0,0,0,0,2,0,1,0,2,1,0,1,0,1,0,1,0,2,0,1,0,0,0
486,0,1,0,0,1,2,0,0,0,0,5,0,4,5,4,5,4,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,2,0,2,0,0
487,1,1,0,0,1,0,1,0,0,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2,2,1,0,0,0,1,1,0,0,0,0,2,0,0,5,1,0
488,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,2,0,2,2,0,2,2,0,0,0,2,0,2,4,5,5,1,0
489,4,4,5,4,4,4,4,0,4,5,0,0,0,0,0,0,0,1,2,0,0,2,2,0,1,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0
490,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0,4,4,4,4,4,2,2,1,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,2
491,0,0,0,2,2,0,0,2,0,0,0,0,2,2,2,0,1,0,0,0,4,4,4,4,0,5,0,5,0,4,0,0,0,0,1,0,2,0,0,2,0,0,0,2,0,0,0,0,1,0,1,1
492,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,2,0,1,1,0,1,0,0,5,0,4,4,4,5,4
493,5,4,4,4,4,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0
494,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,5,5,4,5,0,4
495,0,0,0,0,2,1,0,0,0,1,0,0,0,2,0,5,5,4,1,0,0,0,1,2,0,1,0,2,1,2,1,0,1,0,1,0,0,2,0,1,0,0,0,1,0,0,0,2,1,0,0,0
496,0,0,0,2,1,1,0,1,0,1,0,0,0,2,0,5,0,4,0,2,0,2,2,0,2,1,1,1,0,0,2,0,1,2,0,0,0,0,2,1,2,0,0,0,0,2,0,1,2,0,0,2
497,0,0,0,0,2,0,1,0,1,0,5,4,0,5,4,4,5,4,4,1,0,0,0,0,0,2,2,0,0,2,1,0,1,0,0,2,2,0,1,0,0,0,0,2,2,0,2,0,0,0,0,1
498,1,1,0,0,1,1,1,0,1,0,0,2,2,0,2,0,0,0,0,1,0,1,1,0,2,0,0,2,0,2,1,0,1,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0,4,5,1,0
499,4,4,4,4,5,1,0,0,1,0,2,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,2,2,2,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,2
500,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,4,4,5,5,4,4,0,4,4,4,4,5,4,0,1,0,0,0,1,0
501,2,1,1,2,1,2,0,1,1,1,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,2,0,2,2,2,4,4,5,0,4,4,4
502,0,0,0,0,2,0,0,1,0,1,0,1,2,0,1,5,4,4,0,0,0,1,0,0,0,2,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,2,2,2,0,1,0,0,1,0,2,0
503,2,1,1,2,0,0,1,1,0,0,0,2,0,0,0,0,1,0,1,2,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0,4,5,5,5,5,4,4,4,0,0,2,1,0,0,0,0,0
504,4,4,4,4,4,4,0,4,4,4,2,0,2,0,2,2,0,1,1,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,1,1,0,0,0,0,2,2,1,0,0,0,0,0,0,2,0,0
